,Sentence,Word,POS,IOB Tag
45134,sentence 1045,of,IN,O
45135,sentence 1045,the,DT,B-NP
45136,sentence 1045,employee,NN,I-NP
45137,sentence 1045,for,IN,O
45138,sentence 1045,the,DT,B-NP
45139,sentence 1045,purpose,NN,I-NP
45140,sentence 1045,of,IN,O
45141,sentence 1045,performing,VB,B-VP
45142,sentence 1045,jury,NN,B-NP
45143,sentence 1045,service,NN,I-NP
45144,sentence 1045,shall,MD,B-VP
45145,sentence 1045,be,VB,I-VP
45146,sentence 1045,deemed,VB,I-VP
45147,sentence 1045,to,TO,I-VP
45148,sentence 1045,be,VB,I-VP
45149,sentence 1045,an,DT,B-NP
45150,sentence 1045,authorized,JJ,I-NP
45151,sentence 1045,absence,NN,I-NP
45152,sentence 1045,with,IN,O
45153,sentence 1045,pay,NN,O
45154,sentence 1045,within,IN,O
45155,sentence 1045,the,DT,B-NP
45156,sentence 1045,meaning,NN,I-NP
45157,sentence 1045,of,IN,O
45158,sentence 1045,laac,NN,B-NP
45159,sentence 1045,section,NN,I-NP
45160,sentence 1045,4.75,CD,O
45161,sentence 1046,during,IN,O
45162,sentence 1046,the,DT,B-NP
45163,sentence 1046,time,NN,I-NP
45164,sentence 1046,the,DT,B-NP
45165,sentence 1046,employee,NN,I-NP
45166,sentence 1046,is,VB,B-VP
45167,sentence 1046,actually,RB,O
45168,sentence 1046,reporting,VB,B-VP
45169,sentence 1046,for,IN,I-VP
45170,sentence 1046,jury,NN,B-NP
45171,sentence 1046,service,NN,I-NP
45172,sentence 1046,the,DT,B-NP
45173,sentence 1046,head,NN,I-NP
45174,sentence 1046,of,IN,O
45175,sentence 1046,the,DT,B-NP
45176,sentence 1046,department,NN,I-NP
45177,sentence 1046,office,NN,I-NP
45178,sentence 1046,or,CC,O
45179,sentence 1046,bureau,NN,O
45180,sentence 1046,or,CC,O
45181,sentence 1046,his/her,PRP$,B-NP
45182,sentence 1046,designee,NN,I-NP
45183,sentence 1046,will,MD,B-VP
45184,sentence 1046,convert,VB,I-VP
45185,sentence 1046,the,DT,B-NP
45186,sentence 1046,employee,NN,I-NP
45187,sentence 1046,'s,PRP$,B-NP
45188,sentence 1046,usual,JJ,I-NP
45189,sentence 1046,shift,NN,I-NP
45190,sentence 1046,to,TO,O
45191,sentence 1046,regular,JJ,B-NP
45192,sentence 1046,five-day,JJ,I-NP
45193,sentence 1046,monday,NN,I-NP
45194,sentence 1046,through,IN,O
45195,sentence 1046,friday,NN,B-NP
45196,sentence 1046,day,NN,I-NP
45197,sentence 1046,shift,VB,B-VP
45198,sentence 1047,however,RB,B-NP
45199,sentence 1047,employee,NN,I-NP
45200,sentence 1047,may,MD,B-VP
45201,sentence 1047,choose,VB,I-VP
45202,sentence 1047,to,TO,I-VP
45203,sentence 1047,remain,VB,I-VP
45204,sentence 1047,on,IN,O
45205,sentence 1047,an,DT,B-NP
45206,sentence 1047,alternative,JJ,I-NP
45207,sentence 1047,work,NN,I-NP
45208,sentence 1047,schedule,NN,I-NP
45209,sentence 1047,29465,CD,O
45210,sentence 1047,43565,CD,O
45211,sentence 1047,or,CC,O
45212,sentence 1047,43536,CD,O
45213,sentence 1047,or,CC,O
45214,sentence 1047,on,IN,O
45215,sentence 1047,an,DT,B-NP
45216,sentence 1047,off-watch,JJ,I-NP
45217,sentence 1047,schedule,NN,I-NP
45218,sentence 1047,during,IN,O
45219,sentence 1047,jury,NN,B-NP
45220,sentence 1047,service,NN,I-NP
45221,sentence 1047,with,IN,O
45222,sentence 1047,the,DT,B-NP
45223,sentence 1047,understanding,NN,I-NP
45224,sentence 1047,that,WDT,O
45225,sentence 1047,jury,NN,B-NP
45226,sentence 1047,service,NN,I-NP
45227,sentence 1047,on,IN,O
45228,sentence 1047,regularly,RB,O
45229,sentence 1047,scheduled,VB,B-VP
45230,sentence 1047,day,NN,O
45231,sentence 1047,off,IN,O
45232,sentence 1047,rdo,NN,O
45233,sentence 1047,will,MD,B-VP
45234,sentence 1047,not,RB,O
45235,sentence 1047,be,VB,B-VP
45236,sentence 1047,compensated,VB,I-VP
45237,sentence 1048,employees,NN,O
45238,sentence 1048,must,MD,B-VP
45239,sentence 1048,report,VB,I-VP
45240,sentence 1048,for,IN,I-VP
45241,sentence 1048,work,NN,O
45242,sentence 1048,on,IN,O
45243,sentence 1048,any,DT,B-NP
45244,sentence 1048,day,NN,I-NP
45245,sentence 1048,of,IN,O
45246,sentence 1048,his/her,PRP$,O
45247,sentence 1048,converted,VB,B-VP
45248,sentence 1048,shift,NN,O
45249,sentence 1048,that,IN,O
45250,sentence 1048,he/she,PRP,O
45251,sentence 1048,is,VB,B-VP
45252,sentence 1048,not,RB,O
45253,sentence 1048,required,VB,B-VP
45254,sentence 1048,by,IN,I-VP
45255,sentence 1048,the,DT,B-NP
45256,sentence 1048,court,NN,I-NP
45257,sentence 1048,to,TO,O
45258,sentence 1048,perform,VB,B-VP
45259,sentence 1048,jury,NN,B-NP
45260,sentence 1048,service,NN,I-NP
45261,sentence 1049,c.,NN,B-NP
45262,sentence 1049,compensation,NN,I-NP
45263,sentence 1049,for,IN,O
45264,sentence 1049,mileage,NN,O
45265,sentence 1049,paid,VB,B-VP
45266,sentence 1049,by,IN,I-VP
45267,sentence 1049,the,DT,B-NP
45268,sentence 1049,court,NN,I-NP
45269,sentence 1049,for,IN,O
45270,sentence 1049,jury,NN,B-NP
45271,sentence 1049,service,NN,I-NP
45272,sentence 1049,shall,MD,B-VP
45273,sentence 1049,be,VB,I-VP
45274,sentence 1049,retained,VB,I-VP
45275,sentence 1049,by,IN,I-VP
45276,sentence 1049,the,DT,B-NP
45277,sentence 1049,employee,NN,I-NP
45278,sentence 1050,d.,NN,B-NP
45279,sentence 1050,employees,NN,I-NP
45280,sentence 1050,performing,VB,B-VP
45281,sentence 1050,jury,NN,B-NP
45282,sentence 1050,service,NN,I-NP
45283,sentence 1050,on,IN,O
45284,sentence 1050,designated,JJ,B-NP
45285,sentence 1050,city,NN,I-NP
45286,sentence 1050,holiday,NN,I-NP
45287,sentence 1050,shall,MD,B-VP
45288,sentence 1050,be,VB,I-VP
45289,sentence 1050,compensated,VB,I-VP
45290,sentence 1050,for,IN,I-VP
45291,sentence 1050,the,DT,B-NP
45292,sentence 1050,designated,JJ,I-NP
45293,sentence 1050,city,NN,I-NP
45294,sentence 1050,holiday,NN,I-NP
45295,sentence 1050,additional,JJ,B-NP
45296,sentence 1050,time,NN,I-NP
45297,sentence 1050,off,RP,O
45298,sentence 1050,for,IN,O
45299,sentence 1050,that,DT,B-NP
45300,sentence 1050,holiday,NN,I-NP
45301,sentence 1050,shall,MD,B-VP
45302,sentence 1050,not,RB,O
45303,sentence 1050,be,VB,B-VP
45304,sentence 1050,provided,VB,I-VP
45305,sentence 1051,article,NN,O
45306,sentence 1051,6.7,CD,O
45307,sentence 1051,subpoenaed,VB,B-VP
45308,sentence 1051,witness,NN,B-NP
45309,sentence 1051,compensation,NN,I-NP
45310,sentence 1051,subject,NN,I-NP
45311,sentence 1051,to,TO,O
45312,sentence 1051,the,DT,B-NP
45313,sentence 1051,exception,NN,I-NP
45314,sentence 1051,and,CC,O
45315,sentence 1051,provision,NN,O
45316,sentence 1051,of,IN,O
45317,sentence 1051,paragraph,NN,O
45318,sentence 1051,and,CC,O
45319,sentence 1051,of,IN,O
45320,sentence 1051,this,DT,B-NP
45321,sentence 1051,article,NN,I-NP
45322,sentence 1051,any,DT,B-NP
45323,sentence 1051,employee,NN,I-NP
45324,sentence 1051,in,IN,O
45325,sentence 1051,this,DT,B-NP
45326,sentence 1051,unit,NN,I-NP
45327,sentence 1051,who,WP,O
45328,sentence 1051,is,VB,B-VP
45329,sentence 1051,served,VB,I-VP
45330,sentence 1051,with,IN,I-VP
45331,sentence 1051,subpoena,NN,O
45332,sentence 1051,by,IN,O
45333,sentence 1051,court,NN,O
45334,sentence 1051,of,IN,O
45335,sentence 1051,competent,JJ,B-NP
45336,sentence 1051,jurisdiction,NN,I-NP
45337,sentence 1051,or,CC,O
45338,sentence 1051,an,DT,B-NP
45339,sentence 1051,administrative,JJ,I-NP
45340,sentence 1051,body,NN,I-NP
45341,sentence 1051,to,TO,O
45342,sentence 1051,appear,VB,B-VP
45343,sentence 1051,witness,NN,O
45344,sentence 1051,during,IN,O
45345,sentence 1051,his/her,PRP$,O
45346,sentence 1051,scheduled,VB,B-VP
45347,sentence 1051,working,JJ,B-NP
45348,sentence 1051,period,NN,I-NP
45349,sentence 1051,unless,IN,O
45350,sentence 1051,he/she,PRP,O
45351,sentence 1051,is,VB,B-VP
45352,sentence 1051,party,NN,O
45353,sentence 1051,to,TO,O
45354,sentence 1051,the,DT,B-NP
45355,sentence 1051,litigation,NN,I-NP
45356,sentence 1051,or,CC,O
45357,sentence 1051,an,DT,B-NP
45358,sentence 1051,expert,JJ,I-NP
45359,sentence 1051,witness,NN,I-NP
45360,sentence 1051,shall,MD,B-VP
45361,sentence 1051,be,VB,I-VP
45362,sentence 1051,granted,VB,I-VP
45363,sentence 1051,pay,NN,O
45364,sentence 1051,in,IN,O
45365,sentence 1051,the,DT,B-NP
45366,sentence 1051,amount,NN,I-NP
45367,sentence 1051,of,IN,O
45368,sentence 1051,the,DT,B-NP
45369,sentence 1051,difference,NN,I-NP
45370,sentence 1051,between,IN,O
45371,sentence 1051,the,DT,B-NP
45372,sentence 1051,employee,NN,I-NP
45373,sentence 1051,'s,PRP$,B-NP
45374,sentence 1051,regular,JJ,I-NP
45375,sentence 1051,earnings,NN,I-NP
45376,sentence 1051,excluding,VB,B-VP
45377,sentence 1051,any,DT,B-NP
45378,sentence 1051,potential,JJ,I-NP
45379,sentence 1051,overtime,NN,I-NP
45380,sentence 1051,and,CC,O
45381,sentence 1051,the,DT,B-NP
45382,sentence 1051,witness,NN,I-NP
45383,sentence 1051,fee,NN,I-NP
45384,sentence 1052,any,DT,B-NP
45385,sentence 1052,money,NN,I-NP
45386,sentence 1052,received,VB,B-VP
45387,sentence 1052,compensation,NN,O
45388,sentence 1052,for,IN,O
45389,sentence 1052,mileage,NN,O
45390,sentence 1052,is,VB,B-VP
45391,sentence 1052,not,RB,O
45392,sentence 1052,to,TO,O
45393,sentence 1052,be,VB,B-VP
45394,sentence 1052,considered,VB,I-VP
45395,sentence 1052,part,NN,O
45396,sentence 1052,of,IN,O
45397,sentence 1052,the,DT,B-NP
45398,sentence 1052,employee,NN,I-NP
45399,sentence 1052,'s,PRP$,B-NP
45400,sentence 1052,witness,NN,I-NP
45401,sentence 1052,fee,NN,I-NP
45402,sentence 1053,this,DT,B-NP
45403,sentence 1053,article,NN,I-NP
45404,sentence 1053,does,VB,B-VP
45405,sentence 1053,not,RB,O
45406,sentence 1053,apply,VB,B-VP
45407,sentence 1053,to,TO,I-VP
45408,sentence 1053,any,DT,B-NP
45409,sentence 1053,employee,NN,I-NP
45410,sentence 1053,subpoenaed,VB,B-VP
45411,sentence 1053,to,TO,I-VP
45412,sentence 1053,appear,VB,I-VP
45413,sentence 1053,in,IN,O
45414,sentence 1053,any,DT,B-NP
45415,sentence 1053,proceeding,NN,I-NP
45416,sentence 1053,litigant,NN,I-NP
45417,sentence 1053,or,CC,O
45418,sentence 1053,an,DT,B-NP
45419,sentence 1053,expert,JJ,I-NP
45420,sentence 1053,witness,NN,I-NP
45421,sentence 1053,36,CD,O
45422,sentence 1053,subpoenaed,VB,B-VP
45423,sentence 1053,to,TO,I-VP
45424,sentence 1053,appear,VB,I-VP
45425,sentence 1053,witness,NN,O
45426,sentence 1053,in,IN,O
45427,sentence 1053,any,DT,B-NP
45428,sentence 1053,action,NN,I-NP
45429,sentence 1053,brought,VB,B-VP
45430,sentence 1053,about,IN,I-VP
45431,sentence 1053,result,NN,O
45432,sentence 1053,of,IN,O
45433,sentence 1053,his/her,PRP$,B-NP
45434,sentence 1053,own,JJ,I-NP
45435,sentence 1053,misconduct,NN,I-NP
45436,sentence 1053,or,CC,O
45437,sentence 1053,brought,VB,B-VP
45438,sentence 1053,about,IN,I-VP
45439,sentence 1053,through,IN,O
45440,sentence 1053,his/her,PRP$,B-NP
45441,sentence 1053,connivance,NN,I-NP
45442,sentence 1053,making,VB,B-VP
45443,sentence 1053,an,DT,B-NP
45444,sentence 1053,appearance,NN,I-NP
45445,sentence 1053,for,IN,O
45446,sentence 1053,which,WDT,O
45447,sentence 1053,he/she,PRP,O
45448,sentence 1053,receives,VB,B-VP
45449,sentence 1053,compensation,NN,O
45450,sentence 1053,in,IN,O
45451,sentence 1053,excess,NN,O
45452,sentence 1053,of,IN,O
45453,sentence 1053,his/her,PRP$,B-NP
45454,sentence 1053,regular,JJ,I-NP
45455,sentence 1053,earnings,NN,I-NP
45456,sentence 1053,or,CC,O
45457,sentence 1053,subpoenaed,VB,B-VP
45458,sentence 1053,to,TO,I-VP
45459,sentence 1053,appear,VB,I-VP
45460,sentence 1053,or,CC,O
45461,sentence 1053,appearing,VB,B-VP
45462,sentence 1053,during,IN,I-VP
45463,sentence 1053,his/her,PRP$,O
45464,sentence 1053,off,RP,O
45465,sentence 1053,duty,NN,B-NP
45466,sentence 1053,hour,NN,I-NP
45467,sentence 1054,c.,NN,O
45468,sentence 1054,the,DT,B-NP
45469,sentence 1054,police,NN,I-NP
45470,sentence 1054,department,NN,I-NP
45471,sentence 1054,may,MD,B-VP
45472,sentence 1054,reschedule,VB,I-VP
45473,sentence 1054,an,DT,B-NP
45474,sentence 1054,employee,NN,I-NP
45475,sentence 1054,so,RB,O
45476,sentence 1054,that,IN,O
45477,sentence 1054,his/her,PRP$,B-NP
45478,sentence 1054,subpoena,NN,I-NP
45479,sentence 1054,does,VB,B-VP
45480,sentence 1054,not,RB,O
45481,sentence 1054,conflict,VB,B-VP
45482,sentence 1054,with,IN,I-VP
45483,sentence 1054,his/her,PRP$,B-NP
45484,sentence 1054,hour,NN,I-NP
45485,sentence 1054,of,IN,O
45486,sentence 1054,work,NN,B-NP
45487,sentence 1054,arrange,NN,I-NP
45488,sentence 1054,with,IN,O
45489,sentence 1054,the,DT,O
45490,sentence 1054,subpoenaing,VB,B-VP
45491,sentence 1054,authority,NN,O
45492,sentence 1054,to,TO,O
45493,sentence 1054,place,VB,B-VP
45494,sentence 1054,the,DT,B-NP
45495,sentence 1054,employee,NN,I-NP
45496,sentence 1054,in,IN,O
45497,sentence 1054,an,DT,O
45498,sentence 1054,``,``,O
45499,sentence 1054,on,IN,O
45500,sentence 1054,call,NN,O
45501,sentence 1054,'','',O
45502,sentence 1054,status,NN,O
45503,sentence 1054,or,CC,O
45504,sentence 1054,reschedule,VB,B-VP
45505,sentence 1054,an,DT,B-NP
45506,sentence 1054,employee,NN,I-NP
45507,sentence 1054,subpoenaed,VB,B-VP
45508,sentence 1054,to,TO,I-VP
45509,sentence 1054,appear,VB,I-VP
45510,sentence 1054,during,IN,O
45511,sentence 1054,off,RP,O
45512,sentence 1054,duty,NN,B-NP
45513,sentence 1054,hour,NN,I-NP
45514,sentence 1054,to,TO,O
45515,sentence 1054,alternate,VB,B-VP
45516,sentence 1054,hour,NN,O
45517,sentence 1055,d.,NN,O
45518,sentence 1055,all,DT,B-NP
45519,sentence 1055,department,NN,I-NP
45520,sentence 1055,other,JJ,O
45521,sentence 1055,than,IN,O
45522,sentence 1055,the,DT,B-NP
45523,sentence 1055,police,NN,I-NP
45524,sentence 1055,department,NN,I-NP
45525,sentence 1055,may,MD,B-VP
45526,sentence 1055,with,IN,I-VP
45527,sentence 1055,the,DT,B-NP
45528,sentence 1055,consent,NN,I-NP
45529,sentence 1055,of,IN,O
45530,sentence 1055,the,DT,O
45531,sentence 1055,subpoenaed,VB,B-VP
45532,sentence 1055,employee,NN,B-NP
45533,sentence 1055,reschedule,NN,I-NP
45534,sentence 1055,that,IN,O
45535,sentence 1055,employee,NN,O
45536,sentence 1055,so,RB,O
45537,sentence 1055,that,IN,O
45538,sentence 1055,his/her,PRP$,B-NP
45539,sentence 1055,subpoena,NN,I-NP
45540,sentence 1055,does,VB,B-VP
45541,sentence 1055,not,RB,O
45542,sentence 1055,conflict,VB,B-VP
45543,sentence 1055,with,IN,I-VP
45544,sentence 1055,his/her,PRP$,B-NP
45545,sentence 1055,hour,NN,I-NP
45546,sentence 1055,of,IN,O
45547,sentence 1055,work,NN,B-NP
45548,sentence 1055,arrange,NN,I-NP
45549,sentence 1055,with,IN,O
45550,sentence 1055,the,DT,O
45551,sentence 1055,subpoenaing,VB,B-VP
45552,sentence 1055,authority,NN,O
45553,sentence 1055,to,TO,O
45554,sentence 1055,place,VB,B-VP
45555,sentence 1055,that,DT,B-NP
45556,sentence 1055,employee,NN,I-NP
45557,sentence 1055,in,IN,O
45558,sentence 1055,an,DT,O
45559,sentence 1055,``,``,O
45560,sentence 1055,on,IN,O
45561,sentence 1055,call,NN,O
45562,sentence 1055,'','',O
45563,sentence 1055,status,NN,O
45564,sentence 1055,or,CC,O
45565,sentence 1055,reschedule,NN,O
45566,sentence 1055,that,IN,O
45567,sentence 1055,employee,NN,O
45568,sentence 1055,subpoenaed,VB,B-VP
45569,sentence 1055,to,TO,I-VP
45570,sentence 1055,appear,VB,I-VP
45571,sentence 1055,during,IN,O
45572,sentence 1055,off,RP,O
45573,sentence 1055,hour,NN,O
45574,sentence 1055,to,TO,O
45575,sentence 1055,alternate,VB,B-VP
45576,sentence 1055,hour,NN,O
45577,sentence 1056,e.,NN,O
45578,sentence 1056,the,DT,B-NP
45579,sentence 1056,absence,NN,I-NP
45580,sentence 1056,of,IN,O
45581,sentence 1056,an,DT,B-NP
45582,sentence 1056,employee,NN,I-NP
45583,sentence 1056,in,IN,O
45584,sentence 1056,this,DT,B-NP
45585,sentence 1056,unit,NN,I-NP
45586,sentence 1056,for,IN,O
45587,sentence 1056,the,DT,B-NP
45588,sentence 1056,purpose,NN,I-NP
45589,sentence 1056,of,IN,O
45590,sentence 1056,serving,VB,B-VP
45591,sentence 1056,an,DT,B-NP
45592,sentence 1056,expert,JJ,I-NP
45593,sentence 1056,witness,NN,I-NP
45594,sentence 1056,during,IN,O
45595,sentence 1056,his/her,PRP$,O
45596,sentence 1056,scheduled,VB,B-VP
45597,sentence 1056,working,JJ,B-NP
45598,sentence 1056,period,NN,I-NP
45599,sentence 1056,subject,NN,I-NP
45600,sentence 1056,to,TO,O
45601,sentence 1056,the,DT,B-NP
45602,sentence 1056,provision,NN,I-NP
45603,sentence 1056,of,IN,O
45604,sentence 1056,paragraph,NN,O
45605,sentence 1056,through,IN,O
45606,sentence 1056,of,IN,O
45607,sentence 1056,this,DT,B-NP
45608,sentence 1056,article,NN,I-NP
45609,sentence 1056,shall,MD,B-VP
45610,sentence 1056,be,VB,I-VP
45611,sentence 1056,deemed,VB,I-VP
45612,sentence 1056,an,DT,B-NP
45613,sentence 1056,authorized,JJ,I-NP
45614,sentence 1056,absence,NN,I-NP
45615,sentence 1056,with,IN,O
45616,sentence 1056,pay,NN,O
45617,sentence 1056,within,IN,O
45618,sentence 1056,the,DT,B-NP
45619,sentence 1056,meaning,NN,I-NP
45620,sentence 1056,of,IN,O
45621,sentence 1056,laac,NN,B-NP
45622,sentence 1056,section,NN,I-NP
45623,sentence 1056,4.75,CD,O
45624,sentence 1056,with,IN,O
45625,sentence 1056,pay,NN,O
45626,sentence 1056,calculated,VB,B-VP
45627,sentence 1056,pursuant,NN,O
45628,sentence 1056,to,TO,O
45629,sentence 1056,this,DT,B-NP
45630,sentence 1056,mou,NN,I-NP
45631,sentence 1057,article,NN,O
45632,sentence 1057,6.8,CD,O
45633,sentence 1057,mileage,NN,O
45634,sentence 1057,each,DT,B-NP
45635,sentence 1057,employee,NN,I-NP
45636,sentence 1057,that,WDT,O
45637,sentence 1057,is,VB,B-VP
45638,sentence 1057,authorized,VB,I-VP
45639,sentence 1057,to,TO,I-VP
45640,sentence 1057,use,VB,I-VP
45641,sentence 1057,his/her,PRP$,B-NP
45642,sentence 1057,own,JJ,I-NP
45643,sentence 1057,vehicle,NN,I-NP
45644,sentence 1057,pursuant,NN,I-NP
45645,sentence 1057,to,TO,O
45646,sentence 1057,laac,NN,B-NP
45647,sentence 1057,division,NN,I-NP
45648,sentence 1057,chapter,NN,I-NP
45649,sentence 1057,article,NN,I-NP
45650,sentence 1057,in,IN,O
45651,sentence 1057,the,DT,B-NP
45652,sentence 1057,performance,NN,I-NP
45653,sentence 1057,of,IN,O
45654,sentence 1057,his/her,PRP$,B-NP
45655,sentence 1057,duty,NN,I-NP
45656,sentence 1057,shall,MD,B-VP
45657,sentence 1057,be,VB,I-VP
45658,sentence 1057,reimbursed,VB,I-VP
45659,sentence 1057,for,IN,I-VP
45660,sentence 1057,his/her,PRP$,B-NP
45661,sentence 1057,transportation,NN,I-NP
45662,sentence 1057,expense,NN,I-NP
45663,sentence 1057,at,IN,O
45664,sentence 1057,rate,NN,O
45665,sentence 1057,equal,JJ,O
45666,sentence 1057,to,TO,O
45667,sentence 1057,the,DT,B-NP
45668,sentence 1057,standard,JJ,I-NP
45669,sentence 1057,mileage,NN,I-NP
45670,sentence 1057,allowance,NN,I-NP
45671,sentence 1057,determined,VB,B-VP
45672,sentence 1057,by,IN,I-VP
45673,sentence 1057,the,DT,B-NP
45674,sentence 1057,internal,JJ,I-NP
45675,sentence 1057,revenue,NN,I-NP
45676,sentence 1057,service,NN,I-NP
45677,sentence 1057,ﬁirsﬂ,NN,I-NP
45678,sentence 1057,for,IN,O
45679,sentence 1057,all,DT,B-NP
45680,sentence 1057,mile,NN,I-NP
45681,sentence 1057,driven,VB,B-VP
45682,sentence 1057,in,IN,I-VP
45683,sentence 1057,biweekly,JJ,B-NP
45684,sentence 1057,pay,NN,I-NP
45685,sentence 1057,period,NN,I-NP
45686,sentence 1057,in,IN,O
45687,sentence 1057,addition,NN,O
45688,sentence 1057,to,TO,O
45689,sentence 1057,any,DT,O
45690,sentence 1057,and,CC,O
45691,sentence 1057,all,DT,B-NP
45692,sentence 1057,salary,NN,I-NP
45693,sentence 1057,and,CC,O
45694,sentence 1057,other,JJ,B-NP
45695,sentence 1057,compensation,NN,I-NP
45696,sentence 1057,otherwise,RB,O
45697,sentence 1057,provided,VB,B-VP
45698,sentence 1057,for,IN,I-VP
45699,sentence 1057,by,IN,O
45700,sentence 1057,law,NN,O
45701,sentence 1058,during,IN,O
45702,sentence 1058,the,DT,B-NP
45703,sentence 1058,term,NN,I-NP
45704,sentence 1058,of,IN,O
45705,sentence 1058,this,DT,B-NP
45706,sentence 1058,mou,NN,I-NP
45707,sentence 1058,the,DT,B-NP
45708,sentence 1058,cent,NN,I-NP
45709,sentence 1058,per,IN,O
45710,sentence 1058,mile,NN,B-NP
45711,sentence 1058,reimbursement,NN,I-NP
45712,sentence 1058,shall,MD,B-VP
45713,sentence 1058,be,VB,I-VP
45714,sentence 1058,adjusted,VB,I-VP
45715,sentence 1058,to,TO,I-VP
45716,sentence 1058,an,DT,B-NP
45717,sentence 1058,amount,NN,I-NP
45718,sentence 1058,equal,JJ,O
45719,sentence 1058,to,TO,O
45720,sentence 1058,the,DT,B-NP
45721,sentence 1058,annual,JJ,I-NP
45722,sentence 1058,standard,NN,I-NP
45723,sentence 1058,mileage,NN,I-NP
45724,sentence 1058,allowance,NN,I-NP
45725,sentence 1058,determined,VB,B-VP
45726,sentence 1058,by,IN,I-VP
45727,sentence 1058,the,DT,B-NP
45728,sentence 1058,irs,NN,I-NP
45729,sentence 1059,the,DT,B-NP
45730,sentence 1059,cao,NN,I-NP
45731,sentence 1059,shall,MD,B-VP
45732,sentence 1059,certify,VB,I-VP
45733,sentence 1059,to,TO,I-VP
45734,sentence 1059,the,DT,B-NP
45735,sentence 1059,controller,NN,I-NP
45736,sentence 1059,appropriate,JJ,B-NP
45737,sentence 1059,change,NN,I-NP
45738,sentence 1059,if,IN,O
45739,sentence 1059,required,VB,B-VP
45740,sentence 1059,to,TO,I-VP
45741,sentence 1059,become,VB,I-VP
45742,sentence 1059,effective,JJ,O
45743,sentence 1059,the,DT,B-NP
45744,sentence 1059,beginning,NN,I-NP
45745,sentence 1059,of,IN,O
45746,sentence 1059,the,DT,B-NP
45747,sentence 1059,pay,NN,I-NP
45748,sentence 1059,period,NN,I-NP
45749,sentence 1059,in,IN,O
45750,sentence 1059,which,WDT,O
45751,sentence 1059,the,DT,B-NP
45752,sentence 1059,change,NN,I-NP
45753,sentence 1059,occurs,VB,B-VP
45754,sentence 1060,article,NN,O
45755,sentence 1060,6.9,CD,O
45756,sentence 1060,reimbursement,NN,O
45757,sentence 1060,for,IN,O
45758,sentence 1060,license,NN,B-NP
45759,sentence 1060,renewal,NN,I-NP
45760,sentence 1060,any,DT,B-NP
45761,sentence 1060,employee,NN,I-NP
45762,sentence 1060,in,IN,O
45763,sentence 1060,the,DT,B-NP
45764,sentence 1060,following,JJ,I-NP
45765,sentence 1060,class,NN,I-NP
45766,sentence 1060,who,WP,O
45767,sentence 1060,is,VB,B-VP
45768,sentence 1060,required,VB,I-VP
45769,sentence 1060,to,TO,I-VP
45770,sentence 1060,maintain,VB,I-VP
45771,sentence 1060,one,CD,O
45772,sentence 1060,or,CC,O
45773,sentence 1060,more,RB,O
45774,sentence 1060,of,IN,O
45775,sentence 1060,the,DT,B-NP
45776,sentence 1060,following,JJ,I-NP
45777,sentence 1060,city,NN,I-NP
45778,sentence 1060,and/or,CC,O
45779,sentence 1060,state,NN,B-NP
45780,sentence 1060,license,NN,I-NP
45781,sentence 1060,condition,NN,I-NP
45782,sentence 1060,of,IN,O
45783,sentence 1060,employment,NN,O
45784,sentence 1060,shall,MD,B-VP
45785,sentence 1060,be,VB,I-VP
45786,sentence 1060,reimbursed,VB,I-VP
45787,sentence 1060,37,CD,O
45788,sentence 1060,by,IN,O
45789,sentence 1060,the,DT,B-NP
45790,sentence 1060,city,NN,I-NP
45791,sentence 1060,for,IN,O
45792,sentence 1060,the,DT,B-NP
45793,sentence 1060,cost,NN,I-NP
45794,sentence 1060,of,IN,O
45795,sentence 1060,renewing,VB,B-VP
45796,sentence 1060,the,DT,B-NP
45797,sentence 1060,license,NN,I-NP
45798,sentence 1060,upon,IN,O
45799,sentence 1060,presentation,NN,O
45800,sentence 1060,by,IN,O
45801,sentence 1060,the,DT,B-NP
45802,sentence 1060,employee,NN,I-NP
45803,sentence 1060,of,IN,O
45804,sentence 1060,paid,VB,B-VP
45805,sentence 1060,receipt,NN,O
45806,sentence 1060,for,IN,O
45807,sentence 1060,such,JJ,B-NP
45808,sentence 1060,cost,NN,I-NP
45809,sentence 1060,a.,NN,I-NP
45810,sentence 1060,wastewater,NN,I-NP
45811,sentence 1060,treatment,NN,I-NP
45812,sentence 1060,certificate,NN,I-NP
45813,sentence 1060,license,NN,I-NP
45814,sentence 1060,state,NN,I-NP
45815,sentence 1060,code,NN,I-NP
45816,sentence 1060,title,NN,I-NP
45817,sentence 1060,4121,CD,O
45818,sentence 1060,wastewater,NN,B-NP
45819,sentence 1060,treatment,NN,I-NP
45820,sentence 1060,operator,NN,I-NP
45821,sentence 1060,4122,CD,O
45822,sentence 1060,intermediate,JJ,B-NP
45823,sentence 1060,wastewater,NN,I-NP
45824,sentence 1060,treatment,NN,I-NP
45825,sentence 1060,operator,NN,I-NP
45826,sentence 1060,4123-1/2/3,CD,O
45827,sentence 1060,wastewater,NN,B-NP
45828,sentence 1060,treatment,NN,I-NP
45829,sentence 1060,operator,NN,I-NP
45830,sentence 1060,i/ii/iii,NN,I-NP
45831,sentence 1060,4124,CD,O
45832,sentence 1060,senior,JJ,B-NP
45833,sentence 1060,wastewater,NN,I-NP
45834,sentence 1060,treatment,NN,I-NP
45835,sentence 1060,operator,NN,I-NP
45836,sentence 1060,unlimited,JJ,B-NP
45837,sentence 1060,steam,NN,I-NP
